id,submitdate,lastpage,startlanguage,seed,DT01_SQ001_,DT01_SQ011_,DT01_SQ002_,DT01_SQ005_,DT01_SQ004_,DT01_SQ003_,DT01_SQ006_,DT01_SQ007_,DT01_SQ008_,DT01_SQ009_,DT01_SQ010_,DT01_other_,DT06_SQ001_,DT06_SQ002_,DT06_SQ003_,DT06_SQ004_,DT06_other_,DT02_SQ001_,DT02_SQ002_,DT02_SQ003_,DT02_SQ006_,DT02_SQ005_,DT02_other_,DT03,DT03_other_,DT04a,DT04b,DT05a,DT05b,DQ01,DQ02,DQ03_SQ001_,DQ03_SQ002_,DQ04,DHRP01,DHRP02_SQ001_,DHRP02_SQ002_,DHRP02_SQ003_,DHRP02_SQ004_,DHRP07_SQ001_,DHRP07_SQ001comment_,DHRP07_SQ002_,DHRP07_SQ002comment_,DHRP07_SQ003_,DHRP07_SQ003comment_,DHRP07_SQ004_,DHRP07_SQ004comment_,DHRP07_SQ005_,DHRP07_SQ005comment_,DHRP07_SQ006_,DHRP07_SQ006comment_,DHRP07_other_,DHRP07_othercomment_,DHRP06_SQ001_,DHRP06_SQ002_,DHRP06_SQ003_,DHRP06_SQ004_,DHRP05_SQ001_,DHRP05_SQ002_,DHRP05_SQ003_,DHRP05_SQ004_,DHRP03a_SQ001_,DHRP03a_SQ002_,DHRP03a_SQ003_,DHRP03b_SQ001_,DHRP03b_SQ002_,DHRP03b_SQ003_,DHRP03c_SQ001_,DHRP03c_SQ002_,DHRP03c_SQ003_,DHRP04_SQ001_,DHRP04_SQ002_,DHRP04_SQ003_,DHRP04_SQ004_,ORDM01,ORDM02_SQ001_,ORDM02_SQ002_,ORDM02_SQ003_,ORDM02_SQ016_,ORDM02_SQ004_,ORDM02_SQ005_,ORDM02_SQ006_,ORDM02_SQ007_,ORDM02_SQ008_,ORDM02_SQ009_,ORDM02_SQ010_,ORDM02_SQ011_,ORDM02_SQ012_,ORDM02_SQ013_,ORDM02_SQ014_,ORDM02_SQ015_,ORDM03,D03,D03_other_,D06,D02_SQ001_,D02_SQ002_,D02_SQ008_,D02_SQ003_,D02_SQ004_,D02_SQ005_,D02_SQ006_,D02_SQ007_,D02_other_
279,1980-01-01T00:00:00Z,5,en,519927201,No,No,No,No,Yes,Yes,No,No,No,No,Yes,NA,No,Yes,No,No,NA,Yes,No,Yes,No,No,Theoretically funded data,Predominantly open source formats,NA,No,NA,No,NA,Up to 99 MB,0 - 99 GB,< 10 GB,< 10 GB,10-19 people,1-5,"Always, or almost always",Most of the time,"Always, or almost always",Rarely,Yes,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Completely agree,Tend to disagree,Completely agree,Rarely,"Always, or almost always",Do not know/cannot answer,Do not know/cannot answer,Personal website,arXiv,NA,Most of the time,Do not know/cannot answer,Rarely,Sometimes,Sometimes,Sometimes,"Always, or almost always","Always, or almost always",Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,No,No,No,Yes,No,No,No,NA
280,1980-01-01T00:00:00Z,5,en,1728195460,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,NA,Yes,No,Yes,No,NA,No,Yes,Yes,Yes,Yes,NA,Predominantly proprietary formats,NA,Yes,confidential data from industry projects,Yes,metal samples,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,< 10 GB,5-9 people,11-20,"Never, or almost never",Rarely,"Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Most of the time,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never",Sometimes,"Always, or almost always",NA,NA,"Always, or almost always",Sometimes,Sometimes,Sometimes,To some extent,To little or no extent at all,To some extent,To little or no extent at all,To some extent,To some extent,To little or no extent at all,To a large extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,NA,Doctorate/PhD,NA,Mechanical Engineering and Economic Sciences,No,No,Yes,No,No,No,No,No,NA
281,1980-01-01T00:00:00Z,5,de,373333511,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,NA,Yes,No,No,No,NA,Yes,Yes,Yes,Yes,Yes,NA,Predominantly open source formats,NA,No,NA,No,NA,1 GB - 9 GB,1 TB - 5 TB,1 TB - 10 TB,10 TB - 100 TB,10-19 people,1-5,Most of the time,"Never, or almost never",Sometimes,"Never, or almost never",No,NA,Yes,NA,No,NA,Yes,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to disagree,Tend to agree,Tend to agree,"Never, or almost never","Never, or almost never",Rarely,"Never, or almost never",NA,NA,NA,Most of the time,Most of the time,Rarely,"Always, or almost always","Never, or almost never","Never, or almost never",Rarely,"Always, or almost always",NA,"Never, or almost never",To some extent,To little or no extent at all,Do not know/cannot answer,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,NA,Doctorate/PhD,NA,Civil Engineering Sciences,No,No,No,No,Yes,No,No,No,NA
282,1980-01-01T00:00:00Z,5,en,308822462,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,NA,Yes,No,No,No,NA,No,Yes,Yes,Yes,Yes,NA,Proprietary formats exclusively,NA,Yes,Data acquired from measurements performed by companies (e.g structures measurements of deformations),No,NA,10 GB - 99 GB,1 TB - 5 TB,1 TB - 10 TB,10 GB - 99 GB,10-19 people,1-5,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Yes,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Tend to agree,Tend to disagree,Completely agree,Most of the time,Do not know/cannot answer,Most of the time,Most of the time,NA,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,"Always, or almost always",Sometimes,Sometimes,Sometimes,To little or no extent at all,To some extent,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To little or no extent at all,To little or no extent at all,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Civil Engineering Sciences,No,No,No,No,No,Yes,Yes,No,NA
285,1980-01-01T00:00:00Z,5,de,969162545,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,NA,Yes,No,No,No,NA,No,No,Yes,Yes,No,NA,Predominantly proprietary formats,NA,No,NA,No,NA,10 GB - 99 GB,1 TB - 5 TB,< 10 GB,10 GB - 99 GB,Fewer than 5 people,NA,NA,NA,NA,NA,No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to disagree,Tend to agree,Sometimes,Rarely,Sometimes,Do not know/cannot answer,github,NA,NA,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,NA,NA,NA,Most of the time,Rarely,"Never, or almost never","Never, or almost never",To a large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a large extent,To a large extent,To some extent,To a large extent,Do not know/cannot answer,To a very large extent,To a large extent,To a very large extent,To a large extent,NA,Doctorate/PhD,NA,Electrical and Information Engineering,No,No,No,No,No,No,Yes,No,NA
286,1980-01-01T00:00:00Z,5,de,750582992,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,No,NA,Yes,Yes,Yes,No,Yes,NA,Proprietary formats exclusively,NA,Yes,NA,Yes,NA,> 500 GB,> 5 TB,1 TB - 10 TB,100 GB - 999 GB,Fewer than 5 people,1-5,NA,NA,NA,NA,No,NA,Yes,NA,Yes,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Don't know/Cannot answer,Completely disagree,Completely agree,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,Most of the time,"Never, or almost never",Sometimes,"Always, or almost always","Always, or almost always",Do not know/cannot answer,Do not know/cannot answer,"Always, or almost always",Sometimes,"Never, or almost never",Do not know/cannot answer,Do not know/cannot answer,To a very large extent,Do not know/cannot answer,To a large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a large extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a very large extent,To a very large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,No,Yes,No,NA
288,1980-01-01T00:00:00Z,5,de,1769655400,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,No,No,NA,Yes,Yes,Yes,Yes,No,NA,Proprietary and open source formats,NA,Yes,NA,No,NA,100 MB - 999 MB,100 GB - 499 GB,10 GB - 99 GB,100 GB - 999 GB,5-9 people,1-5,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,No,NA,Yes,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Don't know/Cannot answer,Tend to disagree,Completely agree,Rarely,Most of the time,Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never",Rarely,Sometimes,Most of the time,Do not know/cannot answer,"Always, or almost always","Always, or almost always","Never, or almost never",Sometimes,Do not know/cannot answer,To some extent,To some extent,To some extent,To some extent,To some extent,Do not know/cannot answer,To a large extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To some extent,To some extent,Do not know/cannot answer,To some extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Mechanical Engineering and Economic Sciences,No,No,No,No,No,Yes,No,Yes,NA
291,1980-01-01T00:00:00Z,5,de,1827146543,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,NA,No,Yes,No,No,NA,No,Yes,Yes,No,Yes,NA,Proprietary formats exclusively,NA,No,NA,Yes,"Baustoffe zb Verputz, Ziegel, Dämmungen",Up to 99 MB,0 - 99 GB,100 GB - 999 GB,100 GB - 999 GB,Fewer than 5 people,1-5,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,No,NA,No,NA,No,NA,Yes,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Completely agree,Most of the time,"Never, or almost never",Most of the time,"Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never",Rarely,"Always, or almost always","Never, or almost never","Never, or almost never","Always, or almost always","Always, or almost always",Sometimes,Sometimes,To little or no extent at all,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To a very large extent,To a large extent,To a large extent,To a very large extent,To some extent,To little or no extent at all,To some extent,Do not know/cannot answer,To little or no extent at all,To little or no extent at all,To little or no extent at all,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Civil Engineering Sciences,No,No,No,No,No,No,Yes,No,NA
292,1980-01-01T00:00:00Z,5,de,696498565,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,NA,Yes,Yes,No,No,NA,No,No,Yes,No,No,NA,Predominantly proprietary formats,NA,No,NA,No,NA,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,< 10 GB,Fewer than 5 people,11-20,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,Yes,Code z.T. auch offen,No,NA,Yes,NA,No,NA,No,NA,Code vs. Output,"In dieser Umfrage wird leider nicht unterschieden zwischen (1) Code (fast immer für das Projekt ad hoc neu entwickelt,  wird in Sonderfällen aufbereitet und ist dann für Andere brauchbar), (2) produzierten Rohdaten (fast immer für andere unbrauchbar. Nachnutzung nicht sinnvoll.) und (3) aufbereiteten Daten (zentral!, Veröffentlichungen, Vorträge, z.T. direkte Anfragen). Dadurch ist nicht klar, was z.B. unten mit Weitergabe von ""Daten"" gemeint ist. Unter wird z.B. ""arXiv"" erwähnt: dort werden Papers und ggf. Supplements gespeichert, aber so gut wie nie (überhaupt nie?) ""Rohdaten"".",Don't know/Cannot answer,Tend to disagree,Tend to agree,Don't know/Cannot answer,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Never, or almost never","Never, or almost never",Rarely,"Always, or almost always","Never, or almost never","Never, or almost never","Always, or almost always","Always, or almost always",Sometimes,"Never, or almost never",To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,To a very large extent,To a large extent,To a large extent,To a very large extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,Do not know/cannot answer,To little or no extent at all,"Wir produzieren Simulationsdaten. Für fast jedes Projekt muss Software neu entwickelt werden, sind neue Arten von Daten interessant, ist die Arbeit explorativ. Dadurch ist  Weitergabe von Rohdaten fast nie sinnvoll. Sehr sinnvoll dagegen die Untersuchung derselben Fragestellungen durch Kollegen / Konkurrenten, evtl. unter zuhilfenahme von entwickelter Software (die aber nur selten in ein solches Stadium kommt, d.h. aufbereitet, dokumentiert und publiziert wird. Dazu gibt es genügend Strukturen).
",Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",No,Yes,No,No,No,No,No,No,NA
294,1980-01-01T00:00:00Z,5,de,1251564208,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,NA,No,No,No,Yes,Yes,NA,Predominantly proprietary formats,NA,Yes,Messdaten von Auftraggebern,No,NA,10 GB - 99 GB,100 GB - 499 GB,< 10 GB,100 GB - 999 GB,Fewer than 5 people,6-10,"Never, or almost never",Sometimes,"Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Completely disagree,Tend to disagree,Completely agree,Sometimes,Most of the time,Rarely,"Never, or almost never",NA,NA,NA,"Never, or almost never",Rarely,Rarely,Most of the time,"Never, or almost never",Rarely,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",To some extent,To little or no extent at all,To a large extent,To little or no extent at all,To a very large extent,To some extent,To some extent,To some extent,To some extent,To some extent,To some extent,To a large extent,To some extent,To some extent,To some extent,To a large extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Civil Engineering Sciences,No,No,No,No,No,No,Yes,No,NA
298,1980-01-01T00:00:00Z,5,de,1234182944,No,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,NA,No,No,No,Yes,NA,No,No,No,Yes,No,NA,Predominantly open source formats,NA,No,NA,No,NA,1 GB - 9 GB,0 - 99 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,1-5,"Always, or almost always",Rarely,Rarely,Rarely,No,NA,No,NA,Yes,NA,Yes,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Tend to disagree,Rarely,Most of the time,Rarely,"Never, or almost never",NA,NA,NA,Rarely,Rarely,"Never, or almost never",NA,NA,NA,"Always, or almost always","Always, or almost always",Rarely,"Never, or almost never",To little or no extent at all,To some extent,To some extent,To some extent,To some extent,To a large extent,To little or no extent at all,To little or no extent at all,To some extent,To a large extent,To a large extent,To some extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To some extent,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",Yes,No,No,Yes,No,Yes,No,No,NA
299,1980-01-01T00:00:00Z,5,de,1995404717,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,NA,Yes,Yes,No,No,NA,No,No,Yes,No,No,NA,Open source formats exclusively,NA,No,NA,No,NA,100 GB - 499 GB,100 GB - 499 GB,10 GB - 99 GB,10 GB - 99 GB,Fewer than 5 people,6-10,"Never, or almost never","Never, or almost never","Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to disagree,Tend to agree,Tend to agree,"Never, or almost never",Most of the time,Sometimes,"Never, or almost never",arxiv,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Always, or almost always","Never, or almost never","Never, or almost never","Never, or almost never",To little or no extent at all,To a large extent,Do not know/cannot answer,To little or no extent at all,To a large extent,To some extent,To some extent,To a large extent,To a large extent,To a very large extent,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,To little or no extent at all,NA,Doctorate/PhD,NA,"Mathematics, Physics, and Geodesy",Yes,No,No,No,No,No,No,No,NA
305,1980-01-01T00:00:00Z,5,de,830900361,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,NA,Yes,No,Yes,Yes,Yes,NA,Proprietary and open source formats,NA,Yes,Trajektoriendaten,No,NA,10 GB - 99 GB,1 TB - 5 TB,1 TB - 10 TB,100 GB - 999 GB,Fewer than 5 people,6-10,"Never, or almost never",Rarely,"Never, or almost never","Never, or almost never",No,NA,Yes,NA,No,NA,Yes,NA,No,NA,No,NA,NA,NA,Tend to disagree,Don't know/Cannot answer,Tend to agree,Completely agree,"Never, or almost never","Never, or almost never",Rarely,Rarely,NA,NA,NA,"Never, or almost never","Never, or almost never","Never, or almost never",NA,NA,NA,"Always, or almost always","Always, or almost always",Sometimes,Rarely,To some extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To some extent,To a very large extent,To some extent,To some extent,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,Do not know/cannot answer,To a large extent,To a large extent,To a large extent,NA,"Master's Degree (MSc., MA, Dipl. Ing., Mag.)",NA,Civil Engineering Sciences,No,No,No,No,No,No,Yes,No,NA
306,1980-01-01T00:00:00Z,5,de,1651482525,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,NA,Yes,Yes,Yes,No,NA,No,Yes,Yes,No,Yes,NA,Predominantly open source formats,NA,Yes,Messdaten,Yes,"nanomaterialien, proteine",100 GB - 499 GB,> 5 TB,NA,1 TB - 10 TB,10-19 people,11-20,"Always, or almost always",Sometimes,Most of the time,Sometimes,No,NA,Yes,Wir messen als Servicedienstleistung für ca. 50 - 100 Forschergruppen,Yes,Alle externen Daten sind mit Zugangskontrollen zugänglich,No,NA,No,NA,No,NA,NA,NA,Tend to agree,Tend to agree,Tend to disagree,Tend to agree,Rarely,Rarely,Most of the time,Sometimes,virtual users office ELETTRA Trieste,NA,NA,Sometimes,Sometimes,Sometimes,Most of the time,Sometimes,Rarely,"Always, or almost always",Sometimes,Sometimes,"Always, or almost always",To some extent,To some extent,To some extent,To little or no extent at all,To some extent,NA,To a large extent,To some extent,To little or no extent at all,To little or no extent at all,To a large extent,To some extent,To a large extent,To some extent,To a large extent,To a large extent,To a large extent,Zuverlässigkeit des Services,Doctorate/PhD,NA,"Technical Chemistry, Chemical and Process Engineering, Biotechnology",No,Yes,No,No,No,No,No,No,NA
307,1980-01-01T00:00:00Z,5,de,1404360992,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,No,NA,No,Yes,Yes,Yes,No,NA,Proprietary and open source formats,NA,Yes,NA,No,NA,> 500 GB,1 TB - 5 TB,1 TB - 10 TB,10 TB - 100 TB,5-9 people,6-10,Rarely,Sometimes,Rarely,Rarely,Yes,NA,No,NA,No,NA,No,NA,No,NA,No,NA,NA,NA,Completely agree,Completely agree,Tend to disagree,Completely agree,Sometimes,"Always, or almost always","Always, or almost always",Sometimes,NA,NA,NA,Most of the time,Most of the time,"Always, or almost always",Sometimes,"Always, or almost always","Always, or almost always",Sometimes,Sometimes,Sometimes,"Always, or almost always",To some extent,To a large extent,To a large extent,To some extent,To a large extent,To some extent,To little or no extent at all,To a large extent,To a very large extent,To little or no extent at all,To some extent,To little or no extent at all,NA,To some extent,To some extent,To a large extent,To a large extent,NA,Doctorate/PhD,NA,Computer Science and Biomedical Engineering,No,No,No,No,No,Yes,No,No,NA
